Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Alpaca-7B,BBQ_Lite,Alpaca,Default,1,0,0.335074633,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,1,0,0.335509956,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,2,0,0.329975128,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,3,0,0.325248748,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,4,0,0.336318403,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,5,0,0.333271146,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,6,0,0.296206474,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,7,0,0.323694021,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,8,0,0.331592053,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,9,0,0.318781108,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,10,0,0.336318403,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,11,0,0.32145521,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,12,0,0.321019888,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,13,0,0.31747511,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,14,0,0.31747511,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,15,0,0.319900483,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,16,0,0.331467658,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,17,0,0.334266156,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,18,0,0.32394278,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,19,0,0.342848271,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,QA,20,0,0.319776118,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,Unobserved,1,0,0.355286062,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,Unobserved,2,0,0.323569655,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,Unobserved,3,0,0.340982586,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,Unobserved,4,0,0.328669161,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,Unobserved,5,0,0.305223882,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,Unobserved,6,0,0.326368153,Logits,TRUE
Alpaca-7B,BBQ_Lite,Alpaca,Unobserved,7,0,0.352860689,Logits,TRUE
