Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Alpaca-13B,MMLU_General,Alpaca,QA,1,0,0.467994094,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,2,0,0.480604708,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,3,0,0.482890844,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,4,0,0.480162233,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,5,0,0.481268436,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,6,0,0.47551623,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,7,0,0.480235994,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,8,0,0.463126838,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,9,0,0.475221246,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,10,0,0.480162233,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,11,0,0.47986725,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,12,0,0.479572266,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,13,0,0.478761047,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,14,0,0.478761047,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,15,0,0.47994101,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,16,0,0.481710911,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,17,0,0.479719758,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,18,0,0.482448369,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,19,0,0.476622432,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,QA,20,0,0.481563419,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,1,0,0.474800676,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,2,0,0.462129831,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,3,0,0.474373579,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,4,0,0.478929371,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,5,0,0.475939631,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,6,0,0.460421413,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,7,0,0.462272197,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,8,0,0.465333134,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,9,0,0.474587142,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,10,0,0.467255116,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,11,0,0.460421413,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,12,0,0.464906037,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,13,0,0.478715837,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,14,0,0.481634408,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,15,0,0.463411152,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,16,0,0.479356498,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,17,0,0.475227803,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,18,0,0.475298971,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,19,0,0.476793855,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,20,0,0.470529616,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,21,0,0.474871874,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,22,0,0.47665149,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,23,0,0.460492611,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,24,0,0.457645208,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,25,0,0.465760261,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,26,0,0.471170276,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,27,0,0.462129831,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,28,0,0.483271629,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,29,0,0.4582147,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,30,0,0.462201029,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,31,0,0.480708987,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,32,0,0.467682242,Logits,TRUE
Alpaca-13B,MMLU_General,Alpaca,Unobserved,33,0,0.455082566,Logits,TRUE
