Model,Dataset,Collection,Type,ID,Shots,Performance,Metric,Include?
Flan-T5-Base,MMLU_General,MMLU,Unobserved,1,0,0.338911831,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,2,0,0.343435826,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,3,0,0.348454624,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,4,0,0.344893903,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,5,0,0.343255937,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,6,0,0.343398362,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,7,0,0.349746826,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,8,0,0.345930873,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,9,0,0.346389413,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,10,0,0.347105012,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,11,0,0.347692082,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,12,0,0.339913407,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,13,0,0.34666471,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,14,0,0.34725178,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,15,0,0.34666471,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,16,0,0.346884861,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,17,0,0.34923314,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,18,0,0.348792838,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,19,0,0.294415499,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,20,0,0.339693256,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,21,0,0.33294195347471933,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,22,0,0.33675790709620607,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,23,0,0.3245762089968445,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,24,0,0.33800543039553826,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,25,0,0.335583767520364,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,26,0,0.340133558376752,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,27,0,0.32808718085289,Logits,True
Flan-T5-Base,MMLU_General,MMLU,Unobserved,28,0,0.34418174624443054,Logits,True
